1		
1	1	1
3	2	1
3	8	1
4	10	1
4	12	1
129		
1	1	2
3	10	1
3	12	2
130		
1	1	2
2	13	2
3	5	2
131		
1	1	2
3	1	2
3	6	2
132		
1	1	1
3	6	1
3	12	1
133		
1	1	1
2	6	1
3	6	1
134		
1	1	2
2	1	2
2	2	2
2	5	2
2	13	2
3	1	2
3	5	2
135		
1	1	2
2	5	1
3	1	2
136		
1	1	2
2	13	2
3	6	2
4	10	2
137		
1	1	2
3	6	2
138		
1	1	2
3	1	2
3	5	1
139		
1	1	2
2	6	1
3	1	2
3	6	2
140		
1	1	1
2	6	1
3	1	1
3	3	1
3	4	1
3	5	1
3	6	1
3	12	1
141		
1	1	2
3	1	2
3	5	1
142		
1	1	2
2	4	2
3	6	2
4	1	2
143		
1	1	2
3	1	2
3	12	1
144		
1	1	2
3	5	2
4	15	2
145		
1	1	2
3	1	2
3	12	1
146		
1	1	1
3	5	1
147		
1	1	2
3	1	2
148		
1	1	1
2	1	1
2	2	1
3	5	1
149		
1	1	2
2	6	2
2	13	2
3	1	2
150		
1	1	2
2	1	2
2	2	2
2	13	2
3	1	2
151		
1	1	1
3	5	2
152		
1	1	2
2	13	2
3	5	2
153		
1	1	1
2	3	1
3	5	1
154		
1	1	2
2	1	2
2	13	1
3	5	2
155		
1	1	2
2	1	2
2	2	2
2	13	2
3	1	2
156		
1	1	1
2	13	1
3	11	1
157		
1	1	2
1	6	1
3	1	2
3	5	2
158		
1	1	2
3	2	2
159		
1	1	1
2	2	1
3	1	1
160		
1	1	2
3	10	2
4	2	2
161		
1	1	1
3	1	1
162		
1	1	2
2	6	2
3	1	2
163		
1	1	2
3	5	2
164		
1	1	2
3	5	2
3	9	2
165		
1	1	2
2	1	2
2	2	2
2	13	2
3	1	2
3	5	2
4	10	2
166		
1	1	2
2	1	2
2	2	2
3	1	2
167		
1	1	1
2	1	1
2	2	1
3	1	1
168		
1	1	1
2	1	1
2	2	1
2	13	1
3	4	1
3	6	1
3	11	1
4	10	1
4	12	1
169		
1	1	2
3	12	2
170		
1	1	2
2	13	2
3	10	2
4	2	2
171		
1	1	2
2	2	2
3	1	1
3	3	1
3	5	1
172		
1	1	2
2	1	2
2	2	2
3	8	2
3	9	2
4	4	1
173		
1	1	2
2	2	2
3	4	2
174		
1	1	1
2	1	1
2	2	1
3	5	1
175		
1	1	2
2	6	2
3	1	2
176		
1	1	2
3	1	2
177		
1	1	2
2	6	1
3	1	1
3	10	1
178		
1	1	1
2	1	1
2	9	1
3	5	1
179		
1	1	2
2	2	2
3	6	2
3	12	1
180		
1	1	2
2	1	2
2	4	2
3	1	2
181		
1	1	2
2	1	2
2	2	2
3	1	2
182		
1	1	2
2	4	2
2	6	1
3	1	2
183		
1	1	2
3	1	2
184		
1	1	1
2	1	1
2	2	1
3	5	1
185		
1	1	2
3	6	2
186		
1	1	2
2	1	2
2	2	2
3	8	2
187		
1	1	2
2	2	2
3	2	2
188		
1	1	2
3	2	1
4	10	1
189		
1	1	2
2	2	2
3	9	2
190		
1	1	2
2	1	2
3	7	2
3	8	2
4	10	2
191		
1	1	2
3	2	2
4	10	2
192		
1	1	2
2	1	2
2	2	2
3	8	2
193		
1	1	2
3	7	2
3	10	2
4	10	2
194		
1	1	1
2	2	1
3	3	1
3	10	1
4	10	1
195		
1	1	2
3	9	2
196		
1	1	1
3	2	1
197		
1	1	2
3	9	2
4	2	2
198		
1	1	2
2	1	2
2	2	2
3	10	2
199		
1	1	2
3	2	2
4	10	1
200		
1	1	1
2	1	1
2	2	1
3	2	1
3	11	1
201		
1	1	1
2	1	2
2	2	2
3	8	2
3	9	1
4	10	1
202		
1	1	2
2	1	2
3	10	2
203		
1	1	1
2	2	1
2	9	1
3	7	1
204		
1	1	2
2	1	2
2	2	2
2	9	1
3	7	2
205		
1	1	2
3	8	2
206		
1	1	2
3	8	1
3	9	2
3	10	1
4	10	2
207		
1	1	2
2	1	2
2	2	2
3	2	1
3	10	2
208		
1	1	2
1	4	1
3	6	2
209		
1	1	1
2	1	1
2	2	1
3	4	1
3	5	1
3	9	1
210		
1	1	2
2	13	2
3	2	2
211		
1	1	2
1	4	2
3	9	2
3	11	2
212		
1	1	2
213		
1	1	2
3	5	2
214		
1	1	2
2	1	2
2	2	2
2	13	2
3	1	2
3	2	1
215		
1	1	2
2	1	2
2	2	2
3	2	1
3	8	1
216		
1	1	2
2	2	2
3	8	2
217		
1	1	2
2	2	2
3	9	2
4	8	2
218		
1	1	1
2	1	1
2	2	1
3	2	1
3	9	1
219		
1	1	2
3	2	2
3	9	1
220		
1	1	2
2	2	2
3	2	2
221		
1	1	2
2	2	2
3	1	2
3	2	2
3	7	2
3	9	2
222		
1	1	2
2	1	2
3	5	2
223		
1	1	1
2	1	1
2	2	1
3	2	1
224		
1	1	2
3	3	2
225		
1	1	2
2	1	2
2	2	2
3	2	2
3	4	2
4	12	2
4	16	2
226		
1	1	2
1	5	2
2	2	2
3	8	2
227		
1	1	2
1	4	2
2	1	2
2	2	2
3	2	2
228		
1	1	2
1	4	2
3	7	2
229		
1	1	1
2	1	1
2	2	1
3	4	1
3	9	1
230		
1	1	2
2	1	2
2	13	1
3	9	2
231		
1	1	2
2	1	2
3	7	2
3	8	2
232		
1	1	1
2	1	1
2	2	1
3	5	1
233		
1	1	2
2	2	2
3	2	2
3	12	1
234		
1	1	2
2	2	2
3	2	2
235		
1	1	2
1	6	2
2	1	2
2	2	2
2	13	2
3	4	2
3	6	2
4	10	2
236		
1	1	2
2	13	2
3	9	2
237		
1	1	2
2	1	2
2	2	2
3	1	2
238		
1	1	2
2	1	1
2	2	2
2	13	1
3	7	2
239		
1	1	2
2	2	2
3	8	2
240		
1	1	2
2	1	2
2	2	2
3	1	1
3	2	2
3	9	1
4	10	1
241		
1	1	2
3	1	2
4	10	1
242		
1	1	2
2	1	2
3	3	2
243		
1	1	2
2	2	2
3	1	2
244		
1	1	2
3	3	2
245		
1	1	1
1	4	1
3	3	1
246		
1	1	2
2	1	1
2	2	1
3	8	1
247		
1	1	2
2	1	2
2	2	2
3	1	2
3	5	2
4	14	2
248		
1	1	1
2	1	1
2	2	1
3	4	1
3	5	1
249		
1	1	1
2	1	1
2	2	1
3	1	1
3	9	1
4	1	1
250		
1	1	1
3	2	1
3	4	1
251		
1	1	2
2	2	2
3	3	2
252		
1	1	2
2	1	2
2	2	2
3	2	2
253		
1	1	2
2	13	1
3	1	1
254		
1	1	2
1	4	2
2	2	2
3	3	2
3	4	2
4	11	2
4	12	2
255		
1	1	2
2	2	2
3	1	2
4	6	2
256		
1	1	1
2	1	1
2	2	1
3	4	1
257		
1	1	2
2	1	2
2	2	2
2	13	1
3	5	2
258		
1	1	2
2	1	2
2	2	1
3	2	2
3	9	2
259		
1	1	2
2	2	2
2	13	1
260		
1	1	2
2	1	2
3	7	2
261		
1	1	1
2	1	1
2	2	1
2	7	1
3	8	1
4	3	1
262		
1	1	2
2	1	2
2	2	2
3	9	2
263		
1	1	2
2	2	2
2	3	2
3	1	2
264		
1	1	2
2	13	2
3	6	2
4	10	1
265		
1	1	2
2	1	2
2	2	2
3	1	2
3	6	2
266		
1	1	2
2	1	2
2	2	2
3	1	2
267		
1	1	2
2	1	1
2	2	2
3	7	2
268		
1	1	1
2	1	1
2	2	1
3	2	1
3	4	1
269		
1	1	2
2	1	2
2	2	2
3	3	2
270		
1	1	1
2	1	1
2	2	1
3	5	1
271		
1	1	1
2	7	1
3	6	1
272		
1	1	2
2	1	2
2	2	2
3	5	2
3	11	2
273		
1	1	1
2	1	1
2	2	1
3	8	1
3	9	1
274		
1	1	2
2	1	2
3	4	2
275		
1	1	2
2	1	2
2	13	2
3	3	2
276		
1	1	2
2	3	2
3	8	2
277		
1	1	2
2	1	2
2	2	2
2	3	1
2	13	2
3	1	2
278		
1	1	2
2	1	2
2	2	2
3	2	2
279		
1	1	2
2	3	2
3	8	2
280		
1	1	2
2	1	2
2	2	2
3	4	2
281		
1	1	2
2	1	2
2	2	2
3	9	2
282		
1	1	1
2	13	1
3	8	1
283		
1	1	2
2	1	2
2	2	2
2	3	1
2	13	2
3	5	1
3	9	1
284		
1	1	2
3	5	2
285		
1	1	2
2	2	2
3	2	2
286		
1	1	1
2	1	1
2	2	1
3	1	1
3	6	1
287		
1	1	2
2	1	2
2	2	2
3	4	1
3	8	2
288		
1	1	2
2	2	2
289		
1	1	1
2	2	1
3	2	1
290		
1	1	2
1	4	2
2	2	2
3	5	2
291		
1	1	2
2	3	2
2	13	2
3	2	2
3	8	2
292		
1	1	1
2	4	1
3	4	1
3	5	1
4	1	1
293		
1	1	1
2	1	2
2	2	2
3	3	2
294		
1	1	1
3	2	1
3	4	1
3	7	1
295		
1	1	2
2	2	2
3	6	2
296		
1	1	2
2	13	2
3	6	2
297		
1	1	1
2	1	1
2	2	1
2	6	1
3	1	1
3	2	1
3	6	1
3	11	1
4	2	1
4	10	1
4	11	1
298		
1	1	2
2	2	2
3	1	2
299		
1	1	2
2	2	2
3	3	2
300		
1	1	2
2	2	2
3	5	2
3	11	2
301		
1	1	1
2	1	1
2	2	1
3	5	1
302		
1	1	2
2	1	2
2	2	2
2	4	1
2	13	2
3	1	1
3	6	2
303		
1	1	2
2	2	2
3	5	2
304		
1	1	1
2	1	1
2	2	1
3	2	1
3	10	1
305		
1	1	2
2	13	2
3	1	2
3	6	2
306		
1	1	2
2	2	2
3	1	2
3	6	2
307		
1	1	2
2	2	2
3	8	2
308		
1	1	2
2	1	2
2	2	2
3	8	2
309		
1	1	2
2	1	2
2	2	2
3	8	2
310		
1	1	2
1	7	2
2	13	2
311		
1	1	2
2	2	2
3	6	2
3	8	2
312		
1	1	2
3	5	1
313		
1	1	2
1	4	2
2	2	2
2	13	2
3	9	2
314		
1	1	2
2	1	2
2	13	2
3	1	2
315		
1	1	2
2	1	2
2	2	2
3	2	2
316		
1	1	2
2	13	2
3	1	2
4	2	2
317		
1	1	1
2	2	1
2	4	1
3	3	1
4	1	1
318		
1	1	2
319		
1	1	2
2	1	2
2	2	2
3	2	2
3	5	2
320		
1	1	2
3	1	1
3	6	1
321		
1	1	2
2	1	2
2	2	2
3	1	2
3	6	2
322		
1	1	2
2	6	1
3	1	2
3	6	2
323		
1	1	2
2	2	2
3	6	2
324		
1	1	2
2	2	2
2	6	1
3	1	2
3	12	2
325		
1	1	4
2	1	4
2	2	4
3	1	3
3	6	3
326		
1	1	2
1	8	2
2	2	2
3	1	2
327		
1	1	2
2	2	2
2	13	2
3	1	2
328		
1	1	2
1	4	2
2	2	2
3	5	2
4	2	2
329		
1	1	2
2	4	2
3	6	2
330		
1	1	2
2	1	2
2	2	2
3	1	2
331		
1	1	2
2	2	2
3	6	1
3	8	2
332		
1	1	1
2	1	1
2	2	1
2	4	1
3	1	1
3	3	1
3	6	1
333		
1	1	2
2	1	1
3	2	1
3	8	2
4	9	1
334		
1	1	1
3	1	1
3	2	1
3	4	1
3	5	1
3	6	1
3	11	1
4	2	1
4	9	1
4	12	1
4	13	1
4	14	1
335		
1	1	2
2	2	2
3	8	2
336		
1	1	2
2	2	2
2	13	2
337		
1	1	2
2	1	2
2	2	2
3	1	2
3	6	2
338		
1	1	1
2	1	1
2	2	1
3	1	1
3	2	1
3	10	1
339		
1	1	2
2	2	2
3	1	2
3	6	1
340		
1	1	2
2	1	1
2	6	1
3	1	2
341		
1	1	2
2	2	2
2	6	2
3	5	2
3	8	2
342		
1	1	2
2	1	2
2	4	2
3	1	2
3	6	2
343		
1	1	2
2	1	2
344		
1	1	1
2	1	1
2	2	1
3	1	1
3	2	1
345		
1	1	2
3	1	2
3	6	1
346		
1	1	2
2	1	2
2	2	2
3	9	1
347		
1	1	1
2	1	1
2	2	1
3	1	1
348		
1	1	2
2	1	2
2	2	2
3	6	2
349		
1	1	2
2	13	2
3	6	2
350		
1	1	2
2	1	2
2	2	2
3	5	2
351		
1	1	2
2	8	1
3	1	1
3	10	1
352		
1	1	2
2	2	2
2	13	2
3	12	2
353		
1	1	2
1	3	1
2	13	1
3	6	2
4	9	1
354		
1	1	2
2	1	2
2	13	2
355		
1	1	1
2	1	1
2	2	1
2	4	1
3	1	1
3	3	1
3	6	1
356		
1	1	2
2	2	2
3	5	2
4	12	2
357		
1	1	2
2	2	2
2	13	1
3	7	2
358		
1	1	2
2	4	2
3	6	2
359		
1	1	2
1	4	2
2	2	1
3	3	2
3	4	2
360		
1	1	2
1	4	2
2	1	2
3	4	2
361		
1	1	2
2	1	2
3	9	2
362		
1	1	1
2	1	1
2	2	1
2	4	1
3	3	1
363		
1	1	2
2	2	2
3	5	2
364		
1	1	2
2	1	2
2	2	2
3	5	2
365		
1	1	2
2	1	2
2	2	2
3	4	2
366		
1	1	2
2	1	2
2	2	2
2	5	2
2	13	2
3	1	1
367		
1	1	2
2	1	2
2	4	2
3	5	1
368		
1	1	2
2	1	2
2	2	2
3	5	2
369		
1	1	2
2	13	2
3	6	2
370		
1	1	2
2	3	2
3	1	2
3	5	2
4	12	2
371		
1	1	2
2	2	2
3	9	2
372		
1	1	2
2	2	2
3	2	2
373		
1	1	2
1	5	2
3	5	2
4	10	1
374		
1	1	1
3	2	1
4	2	1
375		
1	1	2
2	2	2
3	5	2
376		
1	1	2
2	1	2
2	2	2
2	4	2
3	1	2
3	5	2
377		
1	1	2
2	2	2
3	9	2
378		
1	1	2
2	2	2
2	8	2
2	13	2
3	1	2
379		
1	1	2
2	1	2
2	2	2
2	4	2
3	1	2
380		
1	1	1
1	6	1
2	1	1
2	13	2
3	5	1
381		
1	1	1
2	1	1
2	2	1
3	5	1
382		
1	1	2
3	2	1
3	8	1
383		
1	1	2
2	2	2
3	2	2
384		
1	1	2
2	2	2
2	3	1
2	5	1
2	13	2
3	4	2
385		
1	1	2
2	2	2
2	13	1
3	3	2
3	5	2
386		
1	1	1
2	1	1
2	2	1
3	2	1
387		
1	1	1
1	4	1
2	1	2
2	2	2
3	11	1
388		
1	1	2
2	1	2
2	2	2
3	5	2
389		
1	1	2
1	6	2
2	1	2
2	2	2
2	13	2
3	5	2
390		
1	1	2
3	1	2
3	6	2
391		
1	1	1
2	3	1
2	13	1
3	2	1
392		
1	1	1
2	1	1
2	2	1
2	13	1
3	1	1
3	6	1
3	12	1
393		
1	1	2
2	4	2
3	3	2
394		
1	1	2
2	1	1
2	4	2
3	3	2
395		
1	1	2
2	2	2
3	5	2
396		
1	1	2
2	2	2
3	5	2
3	7	2
397		
1	1	2
2	1	2
2	2	2
3	9	2
4	19	1
398		
1	1	1
2	1	1
2	2	1
2	4	1
3	1	1
3	3	1
3	9	1
399		
1	1	1
3	5	1
400		
1	1	2
2	4	2
3	9	2
401		
1	1	2
1	5	1
2	1	2
2	2	2
3	5	2
402		
1	1	1
2	1	1
2	2	1
2	4	1
3	1	1
403		
1	1	2
2	1	2
2	2	2
3	6	1
3	9	2
4	10	1
404		
1	1	1
3	5	1
405		
1	1	2
3	10	2
4	12	2
406		
1	1	2
2	1	2
2	2	2
3	2	2
407		
1	1	2
2	2	2
3	3	2
3	9	2
3	10	1
408		
1	1	1
2	2	1
3	11	1
409		
1	1	2
1	4	2
2	2	2
3	1	2
410		
1	1	2
2	1	2
2	2	2
3	4	2
411		
1	1	2
2	4	2
3	3	2
412		
1	1	2
2	5	2
2	13	2
3	1	2
413		
1	1	1
3	1	1
3	2	1
3	6	1
3	12	1
414		
1	1	2
1	4	2
3	3	2
415		
1	1	2
2	2	2
3	3	2
3	4	2
4	12	2
416		
1	1	1
2	13	1
3	2	1
417		
1	1	1
2	4	1
3	6	1
418		
1	1	1
2	13	1
3	12	1
419		
1	1	2
1	6	2
2	2	1
3	2	2
3	4	2
420		
1	1	1
2	1	1
2	2	1
3	1	1
3	3	1
3	6	1
3	10	1
421		
1	1	2
2	2	2
2	13	2
3	3	2
3	6	2
4	10	2
422		
1	1	1
2	1	1
2	2	1
3	2	1
3	4	1
3	5	1
423		
1	1	2
2	1	2
2	2	2
3	7	2
424		
1	1	2
3	5	2
425		
1	1	2
3	10	1
426		
1	1	1
2	1	1
2	2	1
2	13	1
3	2	1
427		
1	1	1
2	1	1
2	2	1
2	4	1
3	4	1
428		
1	1	2
1	6	2
2	1	2
2	2	2
2	13	2
3	6	2
429		
1	1	1
2	1	1
2	2	1
3	2	1
4	11	1
430		
1	1	2
2	1	2
2	2	2
3	5	2
431		
1	1	1
3	3	1
3	5	1
432		
1	1	1
2	1	1
2	2	1
3	6	1
4	9	1
433		
1	1	2
2	1	2
2	2	2
3	7	2
434		
1	1	2
2	2	2
3	1	2
4	14	2
435		
1	1	1
3	7	1
436		
1	1	2
2	2	2
3	7	2
437		
1	1	1
2	1	1
2	2	1
2	3	1
3	5	1
438		
1	1	1
2	1	1
2	2	1
3	1	1
3	5	1
4	6	1
439		
1	1	1
2	2	1
2	9	1
3	5	1
440		
1	1	2
3	1	1
3	5	2
441		
1	1	1
2	1	1
2	2	1
3	8	1
442		
1	1	2
2	8	2
3	6	2
443		
1	1	1
2	1	1
2	2	1
3	1	1
3	6	1
4	16	1
444		
1	1	1
2	1	1
2	2	1
3	3	1
3	7	1
4	10	1
4	12	1
445		
1	1	2
3	1	2
3	6	2
3	12	1
446		
1	1	2
1	5	2
3	2	2
3	5	2
447		
1	1	2
2	2	2
3	2	2
448		
1	1	1
2	1	1
2	2	1
3	5	1
3	6	1
449		
1	1	2
2	2	2
3	2	2
450		
1	1	2
2	2	2
3	5	2
4	13	2
451		
1	1	1
2	1	1
2	2	1
3	1	1
3	2	1
452		
1	1	2
2	1	2
2	2	2
2	13	2
3	8	2
453		
1	1	1
2	1	1
2	2	1
3	8	1
454		
1	1	2
2	2	2
3	8	2
455		
1	1	2
3	5	2
456		
1	1	2
1	8	2
2	2	2
3	1	2
3	6	2
3	12	2
457		
1	1	2
2	1	2
3	6	2
458		
1	1	2
2	2	2
3	4	2
459		
1	1	2
2	1	2
2	4	2
3	1	1
3	5	2
3	6	2
460		
1	1	1
1	4	1
3	8	1
461		
1	1	2
2	1	2
2	2	2
2	13	2
3	7	2
462		
1	1	1
2	1	1
2	2	1
3	7	1
463		
1	1	2
2	2	2
3	1	2
3	6	2
4	6	2
464		
1	1	1
2	1	1
2	2	1
3	8	1
465		
1	1	1
2	1	1
2	2	1
3	2	1
466		
1	1	2
2	2	2
3	8	2
4	6	2
4	8	2
4	16	2
467		
1	1	2
2	1	1
3	7	2
468		
1	1	2
2	2	2
2	13	2
3	8	2
469		
1	1	1
2	1	1
2	2	1
3	7	1
3	8	1
470		
1	1	2
2	13	2
3	6	2
471		
1	1	2
2	2	2
3	2	2
472		
1	1	1
2	2	1
3	5	1
473		
1	1	1
2	1	1
2	2	1
2	13	1
3	1	1
3	2	1
3	5	1
3	11	1
474		
1	1	1
2	1	1
2	2	1
3	11	1
475		
1	1	1
2	2	1
3	2	1
476		
1	1	2
2	1	2
3	7	2
4	16	2
477		
1	1	1
2	1	1
2	2	1
3	7	1
4	10	1
4	12	1
478		
1	1	2
2	1	2
2	2	2
2	9	2
3	5	1
3	8	1
479		
1	1	1
1	4	1
2	1	1
3	12	1
480		
1	1	2
2	1	2
3	10	2
481		
1	1	1
1	3	1
2	1	2
2	2	2
3	2	1
482		
1	1	2
2	2	2
3	1	1
3	10	2
4	11	2
483		
1	1	2
2	1	2
2	2	2
3	8	2
484		
1	1	2
3	2	1
3	11	1
485		
1	1	2
2	2	2
3	10	2
486		
1	1	2
2	2	2
3	1	2
3	7	2
4	4	2
487		
1	1	1
2	1	1
2	2	1
2	13	1
3	6	1
488		
1	1	2
2	1	2
2	2	2
3	7	2
3	8	2
489		
1	1	1
2	1	1
2	2	1
2	4	1
2	9	1
3	3	1
3	6	1
490		
1	1	1
2	2	1
2	11	1
3	6	1
491		
1	1	1
2	11	1
3	6	1
492		
1	1	1
2	1	1
2	2	1
3	1	1
493		
1	1	2
3	8	2
494		
1	1	1
2	1	1
2	2	1
3	5	1
495		
1	1	1
2	1	1
2	2	1
3	4	1
3	6	1
496		
1	1	2
3	2	2
497		
1	1	2
3	9	2
498		
1	1	2
3	1	1
3	8	1
499		
1	1	1
1	4	1
2	1	2
2	2	2
2	7	1
2	13	2
3	4	1
500		
1	1	1
2	1	1
2	2	1
3	9	1
501		
1	1	2
2	1	2
2	10	1
3	7	2
502		
1	1	1
2	1	1
2	2	1
2	13	1
3	11	1
503		
1	1	2
2	1	2
2	5	1
2	6	1
2	9	1
3	1	1
504		
1	1	1
2	4	1
3	6	1
505		
1	1	1
2	1	1
2	2	1
3	2	1
506		
1	1	2
2	2	2
2	3	2
3	8	2
507		
1	1	2
2	1	2
2	4	2
3	3	1
508		
1	1	1
2	1	1
2	2	1
3	8	1
509		
1	1	2
2	1	2
2	2	2
3	1	2
3	5	2
510		
1	1	1
2	1	1
2	2	1
